[00:00:00] 只是开了一扇窗户
[00:55:57] 我印象特别深刻
[00:55:57] 我在那个机场的摆渡车上
[00:56:00] 所以其实他是愿意去做这种垂直化的
[00:56:02] 专业的这个事情
[00:56:03] 那你认可他是个方向吗
[00:56:05] 因为那个时候我不是太确定说
[00:56:07] 他能做到什么程度
[00:56:08] 或者说完全垂直化去做这件事情
[00:56:10] 他能不能做到他的预期的这个效果
[00:56:13] 嗯但是我的直觉其实告诉我说没那么简单
[00:56:16] 你相信通用
[00:56:17] 我不是相信通用
[00:56:19] 因为我是相信说呃足够高的智能这件事情
[00:56:24] 它不是一个专项能力
[00:56:25] 哪怕一个最好的医生
[00:56:28] 他的医生教育对他也是个非常均衡的
[00:56:31] 这个知识的
[00:56:32] 但他比如说可以基于有一个开源的大模型
[00:56:35] 多去做专业化
[00:56:36] 这个是可以的
[00:56:37] 那这就是我为什么后来认同说L0
[00:56:39] L1这种观念原因
[00:56:41] 我在后面补了一句
[00:56:42] 就说垂直模型这件事情
[00:56:44] 或者专用模型这件事情是可以的
[00:56:46] 是没问题的
[00:56:46] 但是他一定要基于一个足够好的
[00:56:49] L023年close的几轮融资啊
[00:56:51] 哎我这还记不住了
[00:56:53] 毕业以后23年24年会人数比较多
[00:56:57] 也比较密集
[00:56:58] 大概三个月左右吧
[00:56:59] 一轮吧
[00:57:00] 这时候投资人在找你聊啥
[00:57:02] 其实那个时候就开始就聊刚才说的这些问题了
[00:57:05] 就说首先第一你看入局人这么多对吧
[00:57:07] 你们优势是什么
[00:57:09] 对对对
[00:57:10] 你们的优势是什么
[00:57:11] 你们为什么要做这个幺零这个基座啊
[00:57:13] 他好挣钱吗对吧
[00:57:15] 你你怎么把这个基座这个事情
[00:57:17] 这个通用这个事情变成一个挣钱的生意呢
[00:57:19] 你看那个专业的这个事情
[00:57:20] 说医疗啊什么这些东西多挣钱啊
[00:57:22] 多容易挣钱啊对吧
[00:57:24] 大家都是付费的
[00:57:25] 你做个通用的这个东西
[00:57:26] 大家怎么给你付费呢
[00:57:27] 为什么要付费呢
[00:57:28] 那就问这样的一些问题呃
[00:57:31] 更接近商业化
[00:57:32] 其实在那个之前
[00:57:33] 我们把我们的这个呃模型迁移的模型
[00:57:37] 训练完之后
[00:57:38] 其实就在想这个问题
[00:57:39] 就未来大模型本身的这个商业化路径
[00:57:42] 到底应该怎么走
[00:57:43] 其实那个时候我们已经在想
[00:57:45] 所以mars这个概念
[00:57:46] model s service这个概念其实是21年左右
[00:57:49] 22年不到吧
[00:57:50] 大212年那个时候我们最早提的一个概念哦
[00:57:55] 我们的一个想法
[00:57:56] 那个时候定义的这个所谓的mars
[00:57:58] 比现在大部分人所认为的这个mars范围要广
[00:58:01] 现在大部分他说mars都是指的云API
[00:58:04] that it结束没了
[00:58:06] 但是那个时候我们说的mars其实形态更丰富
[00:58:11] 除了云上的API
[00:58:14] 这是通用的
[00:58:15] 就像我们用电一样
[00:58:16] 大家都用的
[00:58:17] 还有类似
[00:58:18] 像我们把模型当做一种随意可部署的一种组件
[00:58:24] 部署到各种地方
[00:58:25] 我们叫本地化部署
[00:58:27] 还有软硬件结合的
[00:58:28] 可以随时拎到哪的这种产品
[00:58:31] 这种服务方式
[00:58:33] 所以我们定义的这个形态
[00:58:35] master的形态是很很很很丰富的
[00:58:38] 所以这也是我们后来开始做商业化的过程
[00:58:42] 当中你会看到的这些事情我们都会做
[00:58:43] 所以那个时候我们就提出来的
[00:58:45] 当然嗯怎么会变成现在这个收缩收缩成max
[00:58:48] 收缩成这件事情
[00:58:50] 我觉得云厂商功不可没
[00:58:52] 为什么他们想往这个方向引吗
[00:58:54] 哦因为这是他们的战场
[00:58:56] 他们的主战场
[00:58:57] 他们更有利
[00:58:58] 但我我我是这么理解这个事儿的啊
[00:59:00] 但并不代表其他的这些东西不存在
[00:59:02] 为什么很快质朴选择的商业化路径就是to b的
[00:59:05] 为什么没有follow open i h
[00:59:07] 更积极的做to c
[00:59:09] 我觉得这个中美之间的差异还是挺大的
[00:59:11] 你有讨论过这个事情吗
[00:59:13] 肯定讨论过这个事情是23年
[00:59:14] 其实更早
[00:59:15] 就刚开始我们说做mars这件事情的时候
[00:59:17] 我们就讨论过这个问题
[00:59:18] 你看美国活的很好的
[00:59:20] SARS在中国活得很惨
[00:59:21] 对是吧
[00:59:23] 在美国JGBT可以收订阅费用
[00:59:27] 每个月20美金大把的人给他交
[00:59:29] 但在中国不可能这两件事情都不可能
[00:59:31] 就C端用户的付费意愿和这个B端
[00:59:34] 在SARS订阅的这个付费意愿上都很差
[00:59:38] 我们当时分析是说
[00:59:39] 如果你直接照搬券GPT
[00:59:42] 或者说open i的那一套模式
[00:59:44] 在国内
[00:59:45] 除非你能类似像他一样
[00:59:48] 抢到一个非常巨大的一个首发的
[00:59:52] 这样的一个市场的优势
[00:59:53] 否则很难当时那个群雄割据啊
[00:59:57] 大家混战的那个局面
[00:59:59] 你基本上很难
[01:00:00] 最后必然会陷入到就是啊倒贴引流补贴
[01:00:06] 让用户白薅薅羊毛这种状态
[01:00:09] 所以你们是什么时候决定
[01:00:10] 就我们不深入摄入TOC了
[01:00:13] 这是一个决定对吧
[01:00:14] 这是应该是个很重要的决定
[01:00:15] 我们倒不是说我们决定是说不深入呃
[01:00:19] 就是去做图形
[01:00:20] 图形协商也就也做
[01:00:21] 后来我们发展出来志不轻言
[01:00:23] 然后APP
[01:00:24] 然后全GM的呃
[01:00:26] 云端的版本
[01:00:27] 这就我们还一直在做
[01:00:28] 包括现在现在也仍然在做
[01:00:30] 只是我们会选择说不是压注
[01:00:33] 在唯一的这个选择上
[01:00:34] 我们会同时看
[01:00:36] 我们刚才定义出来的那三四种模式
[01:00:39] 哪种模式更能走得通
[01:00:40] 你们为追捕青年投过流吗
[01:00:42] 投过呀
[01:00:43] 也投过也投过哦
[01:00:44] 这没什么好
[01:00:45] 那个否认的
[01:00:46] 肯定投过多久
[01:00:47] 发现这仗打不赢
[01:00:49] 有一段时间了吧
[01:00:50] 有一段时间之后
[01:00:51] 后来发现第一C端市场
[01:00:53] 它这个本质就还是中国的这个C端市场
[01:00:56] 这个付费意愿还是太差
[01:00:58] 大家不太愿意能付钱
[01:00:59] 其实我们还是挣钱的
[01:01:00] 挣了点钱的
[01:01:01] 但是付钱经验上
[01:01:03] 因为我们的那个会员是有VIP
[01:01:06] 会员是收费的
[01:01:08] 对
[01:01:08] 收了点收了点费用哦
[01:01:10] 都不多吧
[01:01:11] 反正挣了点钱
[01:01:12] 这是第一个
[01:01:13] 第二个呢
[01:01:14] 就是后来我们发现
[01:01:15] 我们对这部青岩产品本身的定位
[01:01:17] 其实是不同于市面上那些其他的那些APP的
[01:01:21] 我们定位成它成一个效率工具
[01:01:23] 这个效率工具呢
[01:01:24] 他就不可能有很大的这个付费的市场
[01:01:27] 它的用户群体他其实比较的集中
[01:01:30] 你看我们的用户曲线
[01:01:31] 用户使用的这个曲线很有意思
[01:01:33] 就使用那样的曲线
[01:01:35] 它是跟我们的上班和学习的时间是重叠的
[01:01:38] 早上八点钟开始到中午12点钟
[01:01:41] 然后下午一点多钟到下午五六点钟
[01:01:44] 晚上基本上很少非常少呃
[01:01:46] 有一个小高峰
[01:01:47] 大概八九点钟
[01:01:48] 后来我们分析是干嘛
[01:01:50] 家长教孩子辅导孩子作业啊
[01:01:53] 这这这他都是他把这个东西当做一种工具
[01:01:57] 助手在用
[01:01:58] 所以你觉得这个商业模式走不通
[01:02:00] 我是觉得反正算完这个LI之后
[01:02:03] 是很不合算的一件事情
[01:02:04] 没有想过要参与豆包啊
[01:02:06] KIMI他们这种竞争吗
[01:02:08] 那不是我们的风格可能基因不一样
[01:02:10] 对我们也不一定能做到那么那么一个地步
[01:02:14] 投资人也问过这个吗
[01:02:15] 因为这个想象空间更大一些嘛
[01:02:17] to c永远比to b对于投资人来说
[01:02:19] 更有吸引力一些对吧
[01:02:20] 我不太理解这个吸引力从哪来
[01:02:22] 后来我自己猜测了一个原因
[01:02:24] 是在于这个在于这个模型比较好算
[01:02:27] 这个数字模型比较好算
[01:02:29] 一个用户值多少钱比较简单
[01:02:32] 但to b呢它太复杂了
[01:02:34] 你说一个用户
[01:02:35] 一个客户值多少钱
[01:02:36] 这个事情这千奇百怪嗯
[01:02:39] 而且各种各样的因素都有
[01:02:41] 所以他想要把这个事情算的很明白
[01:02:44] 比较困难
[01:02:45] 而且to b容易陷入低价竞争
[01:02:47] 在中国的环境里
[01:02:48] to b低价的情况多少还好一点
[01:02:51] 也有也有
[01:02:52] 我知道砸低价投标什么
[01:02:54] 砸低价什么
[01:02:54] 这种事情我们也碰到过啊
[01:02:56] 也是受害者之一
[01:02:57] 但多少大家还是有个底线
[01:02:59] 因为毕竟大家都会心里有个底
[01:03:01] 是说to b这个事情你是要交付的
[01:03:03] 你要兜住成本的
[01:03:04] 你不能说罔顾成本去做
[01:03:06] 你一单两单可以
[01:03:07] 但时间长了你肯定是不行的
[01:03:08] 所以大家有个默契
[01:03:10] 基本的默契是说在to b这个市场上呃
[01:03:12] 低价抢单这种事情是不受欢迎的
[01:03:16] 是不受欢迎的
[01:03:17] 甚至连甲方他都不欢迎你
[01:03:19] 你你会认为他是得益者吗
[01:03:20] 其实不是
[01:03:20] 他也担心说你交付不了
[01:03:22] 我给你点钱根本不够
[01:03:24] 那你怎么保证你的交付你的质量呢对吧
[01:03:29] 所以在呃to b这个事情上呢
[01:03:32] 相对来说它的确定性其实是更好一点
[01:03:36] 虽然他可能故事听起来没有那么sexy对吧
[01:03:40] 那个账没有那么容易好算
[01:03:42] 但其实它是相对比较stable
[01:03:44] 比较确定性一些对
[01:03:46] 而且中国的这个市场本身就刚才讲
[01:03:49] 包括像SARS起不来这个事情
[01:03:50] 它现在它的特殊性能嗯
[01:03:52] 他有他的一些原因
[01:03:53] 我问过很多人
[01:03:54] 为什么中国的SARS没起来
[01:03:56] 对
[01:03:56] 为什么没有起来
[01:03:57] 这个会改变吗
[01:03:58] 在AI时代
[01:03:59] 有一个人跟我讲了一件事情
[01:04:01] 我用同样的钱你买订阅
[01:04:03] 一个月花10万块钱
[01:04:04] 我可以用十十万块钱买十个人
[01:04:07] 一个月帮我把这活干了
[01:04:09] 完了这全是我的
[01:04:10] 本质上是因为这个还是因为这个成本的原因
[01:04:13] 那你觉得在AI时代有可能改变吗
[01:04:16] 呃很好的一个问题
[01:04:17] AI这个时代的算法又是另外一种逻辑
[01:04:20] 可能我我也我也预测不太清楚
[01:04:22] 未来它是会什么样子
[01:04:23] 但是它里面有一个悖论
[01:04:25] 就是AI这个事儿
[01:04:27] 你看现在最火的是什么AICODY
[01:04:29] 就程序员不在之前的嗯
[01:04:31] 会变得越来越便宜
[01:04:33] 那有可能那从这个角度来看
[01:04:35] 定制化这个事情是会越来越普及的
[01:04:38] 嗯对吧
[01:04:39] 大家不再去用一些标准化的东西
[01:04:42] 反正开发成本很低
[01:04:43] 很便宜
[01:04:44] 我就能得到对吧
[01:04:46] 但是另外一方面呢
[01:04:47] 就是你AI的这些工具使用的成本
[01:04:50] 其实仍然还是居高不下的嗯
[01:04:53] 训练成本我们先不说推理成本就这么低
[01:04:55] 它也有一个底线
[01:04:57] 也有一个刚性的一个成本在这摆着
[01:05:00] 就以前是人的基本生活的这个工资的保障
[01:05:03] 刚性的要求
[01:05:04] 现在是AI的
[01:05:06] 它的成本对刚性的要求也摆在这
[01:05:08] 所以它会比原来改变一些
[01:05:11] 但不会那么剧烈的突变式的改变
[01:05:14] 这个事情
[01:05:14] 你刚才说对于to b来说
[01:05:16] 报价和成本核算很重要
[01:05:18] 你们积累了这么长时间的to b的业务
[01:05:20] 你们有什么能耗
[01:05:21] 我觉得这个是作为一个软件企业
[01:05:23] 或者说一个人工智能企业里嗯
[01:05:25] 你最高溢价的地方就是我们是做这个技术的
[01:05:30] 我们对这个技术的本身的这个了解更深
[01:05:33] 可能其他人也能做类似的事情
[01:05:35] 但是他可能需要更高的成本
[01:05:37] 那我们可能只需要更少的人
[01:05:39] 更短的周期
[01:05:40] 我们就能达到更好的效果
[01:05:43] 那这就是我们的议价空间
[01:05:45] 23年团队迅速扩张了多少人
[01:05:48] 23年的话大概是200多人吧
[01:05:51] 到了200人
[01:05:52] 对24年呢
[01:05:53] 24年的话到400人
[01:05:57] 现在呢现在大概800多人
[01:06:00] 每年翻一倍
[01:06:01] 基本上每年翻一倍
[01:06:02] 办公室扩充了多少啊
[01:06:04] 就是在这我们在25年以前保持一个记录
[01:06:07] 每年搬一次家
[01:06:09] 每年搬一次家哦
[01:06:10] 都是在这栋楼是吧啊
[01:06:12] 没有没有搬了三栋楼呃
[01:06:15] 也都在这个园区
[01:06:16] 就是那个那边有一个叫柯建
[01:06:19] 最早我们在那边
[01:06:20] 后来搬到隔壁壁桌B座
[01:06:23] 是就是那个赛尔大厦B座两层哦
[01:06:27] 然后再924年初搬到这儿
[01:06:30] 嗯啊然后按往年没动
[01:06:32] 什么感觉呀
[01:06:33] 变化这么大
[01:06:34] 这么剧烈
[01:06:35] 变化很快
[01:06:37] 这个整个这个行业
[01:06:38] 包括这个技术的演进
[01:06:39] 包括市场的变化非常非常快
[01:06:41] 我们要做的事情也非常非常多
[01:06:44] 所以团队的扩张这个事情
[01:06:46] 它自然而然就这么发生了
[01:06:48] 那诶嘿当然这个中间也会有一些波折嗯
[01:06:53] 整个公司的治理啊
[01:06:55] 管理啊等等各方面
[01:06:56] 包括成本的控制
[01:06:58] 各个方面都会有一些新的挑战出生
[01:07:00] 发生23年最大的挑战是什么
[01:07:03] 我觉得23年就是
[01:07:05] 怎么保证这个技术的快速更新迭代
[01:07:09] 然后在这个纷纷扰扰的这个商业化市场上
[01:07:11] 找到自己的路
[01:07:12] 我觉得这是23年最大的挑战
[01:07:14] 23年找到吗
[01:07:16] 我觉得基本上23年
[01:07:17] 我们把我们的基本的这个商业的
[01:07:20] 这个商业化的这个架子框架搭起来
[01:07:23] mars那个时候有
[01:07:25] 然后我们的呃to b的服务
[01:07:27] 企业服务的这个业务有对吧
[01:07:30] 然后这个还有我们的开源
[01:07:33] 还有我们研究的进展也有
[01:07:36] 23年确实更新迭代也非常快
[01:07:38] 就GM2啊三啊这种发布其实很紧密的在做
[01:07:42] 所以那时候也是我们见见见的第一次嘛是吧
[01:07:45] 0223年的时候嗯
[01:07:47] 所以23年的印象还是挺深刻的
[01:07:51] 你看23年我们讨论的还是王慧文
[01:07:53] 王小川这种企业家过来创业
[01:07:55] 到了人工智能的行业
[01:07:57] 那24年其实大家讨论的多的就是KIMI和mini max
[01:08:00] 对吧
[01:08:00] 你当时是怎么想这个事的
[01:08:02] 我是觉得这个一个全新的行业里面
[01:08:04] 出现这些年轻的
[01:08:06] 更新锐的
[01:08:07] 更有想法的这些人进来
