[00:00:00] 理想是谁啊
[01:00:36] 比如这有一个复杂的修路嗯对
[01:00:38] 然后如果是规则算法可能就会撞上了
[01:00:41] 然后如果是端到端可能能停下来
[01:00:43] 但他不知道该怎么干了
[01:00:44] 然后如果是VRA就轻松
[01:00:46] 其实就能解决了
[01:00:47] 而且呢这些我不需要有真实的场景
[01:00:49] 甚至我可以直接生成数据来进行训练
[01:00:51] 嗯对吧
[01:00:52] 然后因为他能够有理解能力了
[01:00:54] 他并不是只是看到东西就看到一个景象
[01:00:56] 就做出一个结果
[01:00:57] 然后如果觉得规则算法其实往往可能就会出现
[01:01:01] 然后遇到一个复杂的
[01:01:02] 没见过的或者规则之外的才会出现事故
[01:01:04] 如果是端到端的
[01:01:05] 他可能能停下来
[01:01:06] 但他不知道该怎么办了
[01:01:07] 因为我们遇到经常遇到修路状况
[01:01:09] 他在那不知道犹犹豫豫
[01:01:10] 不知道该怎么干对吧
[01:01:11] 然后但是如果VRA
[01:01:13] 它其实就能够有效的去处理了
[01:01:15] 而且不需要通过海量的数据训练
[01:01:17] 哪怕最开始这个场景没有没有办法处理
[01:01:19] 但我保证三天之内相关的这种场景都能处理
[01:01:22] 因为我可以拿这东西来生成数据来进行训练啊
[01:01:24] 我觉得这是一方面
[01:01:25] 然后另外一方面其实还有很难理解
[01:01:26] 是跟人沟通嗯
[01:01:28] 那今天端到端子怎么做
[01:01:30] 就跟猴子一样
[01:01:31] 你影响不了他
[01:01:32] 比如说我们会经常遇到一个什么样的状况
[01:01:35] 就是在一条路上三条道
[01:01:37] 然后最右侧的车道是公交车道
[01:01:39] 然后又是限行
[01:01:40] 但是公交车道长久没有维护了
[01:01:42] 那个印刷已经不清楚了对吧
[01:01:44] 所以他就会在那里跑
[01:01:46] 你虽然跟他说
[01:01:47] 你可以通过
[01:01:48] 然后一个调整说然后回到中间车道
[01:01:50] 但他过一阵又跑到那条车道上去了
[01:01:52] 呃但是呢然后如果是人类有了agent以后
[01:01:55] 然后能够跟因为因为有了VRA才有agent
[01:01:58] 能跟VRA沟通对吧
[01:02:00] 那所以我可以跟一个ATENT讲说
[01:02:02] 接下来这条道路又一直在中线行驶
[01:02:04] 对直到他在导航的时候走了下一个包含
[01:02:07] 如果跟导航错失
[01:02:08] 错失了以后
[01:02:09] 端到端就不知道该怎么办了
[01:02:10] 但是VLV围绕在VRA在小区里可以漫游
[01:02:13] 然后在一个开放空间里
[01:02:15] 他可以先处理完以后
[01:02:16] 最后再跟导航调整以后的进行汇合
[01:02:19] 它跟人类是完全一样的了
[01:02:20] 只是今天可能他作为一个人类
[01:02:22] 他能力还没那么强
[01:02:23] 作为一个人类能力还有一个成长的一个过程
[01:02:25] 比如他今天像一个刚从驾校学完的新手司机
[01:02:28] 呃
[01:02:29] 有可能是这么一个状况
[01:02:30] 今年都会是这个状态吗
[01:02:31] 嗯我觉得还是看整个训练的
[01:02:33] 这个整个的一个进度了
[01:02:35] 对但他泛化能力是完全不在一个量级上了
[01:02:38] 嗯你有嗯试驾过就是上了VA的车吗
[01:02:43] 体验怎么样
[01:02:44] 有经历过什么aha moment
[01:02:45] 嗯我觉得挺难
[01:02:47] 有什么爱好莫问题
[01:02:48] 因为你已经理解它的原理了
[01:02:50] 其实他就变得跟人很像了
[01:02:53] 就真的像人了
[01:02:54] 他变得更像人
[01:02:55] 其实没什么惊奇的
[01:02:56] 其相反
[01:02:57] 一个动物就是一个动物忽然会了一些东西
[01:02:59] 你觉得挺惊讶
[01:03:00] 但一个人做好的东西
[01:03:01] 你认为其实是正常的
[01:03:02] 唉为什么之前没有人做好vol a啊
[01:03:05] 你觉得VLA做好需要哪些条件呢
[01:03:08] 我觉得前提第一你要有非常好的语言模型
[01:03:11] 你觉得我们开始进于MAD jb
[01:03:12] 后边就集于DP seek了
[01:03:14] 因为DFSC的语言能力比MAD jpb更强啊
[01:03:16] 所以DPC在这个就在L上帮助了你们
[01:03:18] 帮助非常大
[01:03:19] 让你们可以缩短九个月
[01:03:21] 对缩短九个月时间
[01:03:22] 我们非常感谢DBC客啊
[01:03:24] 大概可以帮我们缩短九个月
[01:03:25] 这九个月对我们时间是非常宝贵的
[01:03:27] 那就另外一方面
[01:03:29] 其实然后一家企业
[01:03:31] 然后如果你过去没有做过哟
[01:03:32] 然后记住模型
[01:03:33] 然后你的预训练
[01:03:35] 你的后训练
[01:03:36] 你的强化体系怎么构建
[01:03:38] 然后以及你背后的这些算力怎么来调用对吧
[01:03:42] 然后你的整个的世界模型仿真系统怎么来使用
[01:03:46] 对我觉得都是非常大的挑战的
[01:03:47] 比如我们今天已经做到什么呢
[01:03:49] 我们已经做到了每1万公里的验证成本
[01:03:52] 从最开始18万已经降到4000块钱
[01:03:55] 那C盘就完全来自于算力了
[01:03:57] 对
[01:03:57] 但是呢整个的效果比原来在物理世界里边
[01:04:01] 去做仿真
[01:04:01] 去做验证要强得多得多
[01:04:03] 因为我很多时候我遇到了一个状况的话
[01:04:06] 其实它既有既有不同的车
[01:04:08] 还有其他交通参与物
[01:04:09] 还有一个特殊的一个路况
[01:04:12] 但是到真实的路上
[01:04:13] 你把这三个凑在一起难度是非常大的
[01:04:15] 但是我们的世界模型把这问题其实都解决了
[01:04:18] VLAH哪
[01:04:19] 还有包括VL
[01:04:20] 它哪个数据获取难度是最大的呀
[01:04:22] vision和action
[01:04:25] vision和action的数据
[01:04:25] 是
[01:04:26] 因为车我们装满传感器
[01:04:28] 是可以收集物理世界数据的对吧
[01:04:30] 还有人在车上开车
[01:04:32] 是我们可以收集到action的数据的
[01:04:34] 这两个其实是最难的
[01:04:35] 而且也没有任何公司可以替代
[01:04:38] 其他的车企不行吗
[01:04:39] 其他车企也可以啊
[01:04:41] 但我觉得其他车企你有没有建立
[01:04:44] 然后你的整个的过去基座模型的预训练的能力
[01:04:48] 你的后训练的能力对
[01:04:50] 以及你后面的强化的能力
[01:04:52] 然后因为强化还需要世界模型的能力对吧
[01:04:55] 那我觉得这是不一样的对吧
[01:04:57] 那包括我刚才讲的说
[01:04:58] 其实本身我们怎么去解决很多的问题哈
[01:05:02] 比如说我讲一个问题啊
[01:05:03] 呃第一个其实我如果提升能力
[01:05:05] 刚才讲清楚了
[01:05:06] 第二个是说我如何向人类安全对齐
[01:05:09] 对对吧
[01:05:10] 我如果他像一个职业司机一样的足够的安全
[01:05:12] 足够的舒适
[01:05:13] 所以呢我们本身能够要建立强化学习的体系
[01:05:16] 对我们的RHF是很重要的
[01:05:18] 我们这个其实有一个很已经
[01:05:20] 一个成规模的团队了
[01:05:21] 因为很多时候
[01:05:22] 一家公司如果模型能力不强的时候
[01:05:24] 根本不知道怎么去做对齐是吧
[01:05:26] 是因为你模型能力强的时候
[01:05:27] 你才发现对齐的重要性
[01:05:28] 你才知道伊利亚原来想的那么远
[01:05:30] 怎么说
[01:05:31] 因为模型能力越强
[01:05:33] 也意味着他胡来的可能性越高
[01:05:35] 就跟一个人能力越强
[01:05:38] 其实我要需要他的职业性越强
[01:05:40] 公司规模越大
[01:05:41] 越需要职业性
[01:05:42] 公司小的时候不需要职业性
[01:05:43] 嗯啊然后因为一个人能力强的时候
[01:05:45] 他干好事也很强
[01:05:47] 他干坏事能力也很强
[01:05:48] 所以这时候就需要职业性来约束呃
[01:05:51] 所以我比如举个例子
[01:05:52] 我不可能雇佣一个职业赛车手来每天给我开车
[01:05:55] 但我要雇一个职业司机啊
[01:05:58] 所以呢他除了开车能力不错以外
[01:06:00] 他有非常强的职业性
[01:06:02] 保证舒适
[01:06:03] 保证安全
[01:06:04] 保证向人类开车的
[01:06:06] 然后价值观能够对齐
[01:06:08] 所以这个其实是个很重要的工作
[01:06:10] 我们就能做的非常好
[01:06:11] 第三个还有一个最大的一个挑战
[01:06:13] 就是模型是一个黑盒子
[01:06:16] 怎么解决
[01:06:17] 所以我们做的世界模型
[01:06:18] 然后VRA然后放在世界模型里
[01:06:21] 就一个交通世界模型
[01:06:22] 它是一个如果不跟你说的话
[01:06:25] 你看的跟一个真实世界是一样的
[01:06:27] 就是我们用重建
[01:06:28] 然后加生成的一个方式
[01:06:30] 借助我们的数据
[01:06:31] 然后来构建了一个真的
[01:06:33] 然后交通的一个物理世界
[01:06:35] 包含有所有的
[01:06:36] 然后参与者参与物
[01:06:37] 然后固定的这些物体
[01:06:39] 我觉得这是非常重要的
[01:06:41] 所以呢我们就可以让无论是最开始的这个
[01:06:43] 端到端
[01:06:44] 还是今天的VRA
[01:06:45] 然后在模型里边
[01:06:47] 然后进行考试
[01:06:48] 他会模拟真实的交通的参与
[01:06:50] 包括真实的这些城市
[01:06:52] 然后来进行考试
[01:06:54] 跟我刚才讲的
[01:06:55] 然后强化训练其实非常类似
[01:06:57] 它考什么呢
[01:06:58] 考A点到B点考什么呢
[01:07:00] 考这个它的舒适性
[01:07:02] 它的交通的合规性和它的安全性
[01:07:05] 对我觉得这是我们一直在做的
[01:07:06] 这方面的一个工作
[01:07:08] 那这时候然后就能够非常好的
[01:07:10] 然后能够还原了
[01:07:12] 而且呢基于这样的一个
[01:07:13] 然后模型或者真实的物理世界的一个
[01:07:15] 仿真的一个能力
[01:07:17] 对我们还把整个的验证的成本大幅的下降
[01:07:21] 就过去的时候
[01:07:22] 我们靠人类司机来做1万公里的验证嗯
[01:07:25] 每1万公里的成本
[01:07:27] 大概在17万到18万人民币
[01:07:29] 算上车呀
[01:07:30] 各种的费用啊
[01:07:31] 今年的话我们大概只需要花4000多块钱人民币
[01:07:34] 就每1万公里呃
[01:07:36] 这4000多块钱基本上都是然后算力的
[01:07:39] 然后为主的成本
[01:07:40] 而且那解决问题的效率还提升的多得多
[01:07:44] 为什么呢
[01:07:45] 比如说其实今天的时候
[01:07:46] 我们要解决一个问题的时候
[01:07:48] 这个问题产生的时候
[01:07:49] 是一个我们自身的车辆跟多个交通参与物
[01:07:53] 多个交通参与物在不同的位置上
[01:07:55] 还有不同的道路上
[01:07:57] 其实出现了一个问题
[01:07:59] 但是如果你靠人类去验证
[01:08:01] 我有没有解决这个问题
[01:08:03] 然后把这几个交通参与物相同的位置
[01:08:06] 相同的速度
[01:08:06] 其实凑在一起几乎没有可能
[01:08:08] 所以只能模糊的验证
[01:08:10] 但但今天然后我们有了世界模型以后
[01:08:13] 我们可以非常准确的验证
[01:08:15] 修正以后的模型有没有解决这方面的问题
[01:08:17] 可以百分之百还原一模一样的
[01:08:20] 然后真实的场景
[01:08:21] 然后在世界模型里
[01:08:22] 然后进行验证VA和世界模型的关系是什么样
[01:08:25] VA就像一个司机
[01:08:27] 世界模型就相当于这是真实的交通世界
[01:08:29] 我觉得世界模型呢你可以想象成它有三个阶段
[01:08:33] 然后第一个阶段讲的其实是
[01:08:36] 我们能拿它用来考试
[01:08:38] 然后第二阶段其实它能生成训练数据呃
[01:08:41] 本来其实应该这两阶段这个调过来的哈
[01:08:44] 应该先生成数据再考试
[01:08:45] 但我们是先做的考试
[01:08:46] 后来又做的RL的这个数据的生成对
[01:08:49] 然后呢我觉得第三个阶段是什么呢
[01:08:51] 其实是未来真正的L4级别自动驾驶
[01:08:55] 然后车辆的运营系统
[01:08:56] 因为我不可能写一个传统的it软件来运营
[01:09:00] 跑在路上的
[01:09:01] 然后车上没有人的自动驾驶的车嗯
[01:09:04] 哎然后没有司机的自动驾驶的车
[01:09:06] 所以呢我觉得第三个阶段
[01:09:07] 然后这个世界模型也会变成
[01:09:09] 真正的全自动驾驶的运营系统
[01:09:11] 我这是这样的一个关系
[01:09:13] 当然我知道了哈
[01:09:14] 因为今天在整个学术领域里边
[01:09:16] 然后关于世界模型有两种不同的解读方式
[01:09:18] 我们是一派的解读方式
[01:09:20] 然后vol a更像是一个人人类的一个模型
[01:09:22] 叫司机的一个模型对吧
[01:09:24] 然后另外一方面我来构建一个交通的世界模型
[01:09:27] 然后就是人类在世界里边来跑
[01:09:30] 人类既会在真实的世界里跑
[01:09:31] 也会在一个世界模型
[01:09:33] 这个仿真的设计来跑来运行
[01:09:35] 然后包含它能发挥的作用
[01:09:37] 那我觉得还有一种我也听到的
[01:09:39] 包括从你的这个访谈中也听到的
[01:09:41] 然后也听到过很多次了
[01:09:43] 是在机器人领域里边
[01:09:45] 然后他会把什么当成世界模型呢
[01:09:47] 会把到action结束以后
[01:09:49] 然后再往后通过diffusion做未来几秒的
[01:09:53] 然后一个世界环境和轨迹的预测对
[01:09:56] 然后这是一类的大家描述的世界模型
[01:09:59] 就这个世界下一步怎么运作对
[01:10:01] 但是在我们的方式里边
[01:10:03] 然后下一步的diffusion整个的
[01:10:05] 然后物理世界的一个这种生成的想象
[01:10:07] 对我们认为其实是司机能力的一部分
[01:10:10] 因为人类本身就具备预测轨迹的能力
[01:10:13] 和预测后边发生的东西的这样一个能力
[01:10:15] 我们把那个能力变成了VRA的能力的部分
[01:10:18] 然后把这个真正的仿真的一个物理世界
[01:10:21] 然后当成了世界模型
[01:10:22] 我觉得这是两种不同的解读方式
[01:10:24] 对哦
[01:10:25] 我还是希望我们描述出来的一个东西
[01:10:27] 是能够跟人类世界比较接近的
[01:10:29] 比如说我们运行的时候
[01:10:30] 如果是个世界模型
[01:10:32] 它最好就是个世界
[01:10:33] 如果是交通世界模型
[01:10:34] 它就是个交通的世界
[01:10:35] 然后如果是个模型或者是个模型
[01:10:38] 加个A证呢
[01:10:38] 它就相当于是个人
[01:10:39] 我就有些
[01:10:40] 我们尽可能的其实是把人工智能和人类
[01:10:44] 世界和人类的理解和人类最佳实践
[01:10:47] 然后进行对齐
[01:10:48] 这是我们我们认为我们作为一个产品公司
[01:10:52] 必须要去做的
[01:10:53] 我们在说司机A证的时候
[01:10:54] 他其实是涉及到进入了外部世界
[01:10:57] 进入了物理世界
[01:10:58] 那怎么解决安全问题呢
[01:10:59] 这个非常重要
[01:11:00] 所以我们其实从去年年底
[01:11:02] 成立了超级对齐的团队啊
