[00:00:01] 哈喽大家好
[01:20:46] 大家处理的复杂度不同
[01:20:48] 所以我们觉得未来的确有一种方式
[01:20:51] 其实应该或者所以我们觉得未来的确有一种可能性
[01:20:54] 就是这些呃不同的感知控制器官
[01:21:00] 然后那么它们的参数规模量级差很多
[01:21:04] 那么所以这些小的模型其实应该就跑在一些就是独立的硬件上面对吧
[01:21:11] 包括其实我们说大脑
[01:21:13] 就大家有想今天嗯巨生的大脑
[01:21:16] 其实今天是一个比如几10亿的生成参数的规模
[01:21:20] 那么这样一个规模我今天嗯是不是也应该跑在存算一体的芯片上面呢
[01:21:27] 嗯对是存在一起的芯片
[01:21:29] 你也希望能够给聚生智能的大脑用是吗
[01:21:33] 今天我们的参数量肯定是跑不了大脑的
[01:21:35] 今天只能跑一点神经器官对吧
[01:21:37] 但是我相信这条路往前走
[01:21:39] 是一定会走到这个芯片
[01:21:41] 能够承载一个几10亿甚至几百亿参数的大脑的的阶段
[01:21:46] 所以你们这个未来的规划是什么样的
[01:21:48] 存在一体的芯片
[01:21:49] 所以从我们的角度的话
[01:21:50] 我们还是会首先把感知做好对吧
[01:21:53] 就我们刚刚讲的
[01:21:54] 其实我们的无论是声音还是视频的感知
[01:21:57] 那么今天我们把这些模型做好
[01:22:00] 把这些相应的芯片做好
[01:22:02] 然后当然我们也有自己的巨星的业务的探索
[01:22:05] 在聚生领域里面
[01:22:06] 我们也会探索更大的模型和今天跟更大的模型匹配的四川一体的芯片
[01:22:11] 芯片是你只给你们自己用
[01:22:13] 还是所有人都可以用
[01:22:14] 呃
[01:22:15] 嗯是给我们自己用的
[01:22:17] 就这颗芯片其实今天完全是由我们的模型定制出来的
[01:22:21] 就是它的这些算子对吧
[01:22:24] 它的这些模型结构都是我们的模型所所适配的
[01:22:28] 呃换句话就是他是我们自己的小pa
[01:22:31] 那今天我把这个芯片给别人用
[01:22:33] 就意味着说其实我要把模型也给别人对吧
[01:22:36] 那这样的话我可能变成一家芯片公司了
[01:22:39] 就我说对外销售芯片的公司
[01:22:41] 但这个地方我其实有个观点
[01:22:43] 就是你发现说你看苹果
[01:22:45] 你看华为他们的最好的芯片
[01:22:48] 就苹果的A系列
[01:22:50] M系列的芯片
[01:22:51] 华为的麒麟系列的芯片
[01:22:52] 在他自己的硬件设备里边
[01:22:54] 是不是都给他自己在用
[01:22:58] 嗯对
[01:22:59] 因为其实从这个闭环的角度来讲
[01:23:01] 它能产生第一最好的用户价值
[01:23:04] 因为你自己的设备能够把这个芯片跑出最好的性能对吧
[01:23:08] 它能产生最好的商业价值
[01:23:10] 就是换句话说这个芯片团队来讲
[01:23:12] 你把这个芯片卖出去
[01:23:14] 所能产生的商业价值跟今天你把它放在自己的七夕产品里边
[01:23:18] 这个产品能卖得更贵
[01:23:19] 产生的价值比就是后者会要比前者大很多
[01:23:23] 嗯对但是存算一体的芯片
[01:23:26] 就是包括英为英伟达
[01:23:28] 包括国内的GPU公司一定也会加入吧
[01:23:31] 首先我们还是要分成训练册和推理测
[01:23:33] 今天我觉得纯算还是在推理侧更实用
[01:23:36] 那么呃不同的模型刚刚讲的参数规模对吧
[01:23:39] 今天万亿级的模型规模嗯
[01:23:43] 纯算应该说还很难够得着
[01:23:45] 所以我们今天首先从百万开始
[01:23:47] 然后那么下个阶段的话到几10亿
[01:23:50] 几百亿的参数规模
[01:23:51] 我觉得这个阶段到存算是我觉得未来的几年能看得见的
[01:23:55] 嗯对嗯
[01:23:57] 我觉得推理未来的确就是纯算应该是一个就非常有竞争力的的选项
[01:24:05] 那你们是一个多大的模型
[01:24:07] 我们的芯片其实是一个四兆的参数的总量
[01:24:10] 然后它其实分到刚刚讲几个不同的种类的模型
[01:24:14] 然后单个模型大概最大是两兆左右
[01:24:18] 我相信端测肯定是未来啊
[01:24:20] 但是这个多久能到呢
[01:24:22] 会是26年的一条主线去世吗
[01:24:26] 还是说今天你什么时候能够把产生价值的模型对吧
[01:24:30] 跑在端侧
[01:24:32] 那么呢所以当你什么时候能够高效地把模型跑在端侧
[01:24:37] 并且产生出很好的客户价值
[01:24:39] 这个时候断测就会爆发对吧
[01:24:42] 那么所以嗯第一是说今天你到底能跑什么样的模型对吧
[01:24:49] 第二今天这些模型到底能创造什么样的客客户价值
[01:24:52] 我觉得对最长期的愿景的期望来讲
[01:24:55] 我觉得嗯就是我们说这种确认级别的超级大脑
[01:25:00] 就是万亿参数的超级大脑
[01:25:02] 我们觉得如果今天在嗯纯算真的做的非常好的阶段
[01:25:08] 是有机会在家庭里面用几千美金的成本
[01:25:12] 去部署这种万亿级别的超级大脑
[01:25:16] 部署一个嗯
[01:25:18] 然后呢在各个巨深的机器人对吧
[01:25:20] 包括一些复杂的设备上
[01:25:22] 可能需要部署嗯是100亿参数的这些
[01:25:26] 我们说大脑
[01:25:27] 然后最后呢在各种各样的设备里边会有大量的我们说的神经元
[01:25:33] 就是感知的神经元或者控制的神经元
[01:25:36] 对
[01:25:37] 其实很好玩啊
[01:25:37] 就是嗯我们一直说智能家居
[01:25:42] 智能家居对吧
[01:25:43] 好像我们的东西是智能的那呃举个例子
[01:25:47] 比如说你的马桶上面有十几个按钮对吧
[01:25:51] 它就智能了嘛
[01:25:53] 呃不智能
[01:25:55] 所以你发现很好玩
[01:25:56] 我们会说那是功能对
[01:25:58] 是功能或者它叫可调节嗯
[01:26:01] 它本质上那个所谓的智能其实叫可调节对吧
[01:26:04] 包括今天你家里装了一套可能智能家居系统
[01:26:06] 请问它是智能的吗
[01:26:09] 不智能
[01:26:10] 它其实很大程度上也是说你预先设置成什么样子
[01:26:13] 它就一直是那个样子对吧
[01:26:15] 所以其实今天的所谓的智能家居本质上是叫可调节
[01:26:20] 可预设的的家居
[01:26:22] 所以我们说其实所有的产品其实可以分三个阶段
[01:26:25] 第一阶段呢我们叫不可调阶段对吧
[01:26:29] 不是说以你的马桶为例
[01:26:30] 他其实就没什么可以调的东西
[01:26:33] 然后第二阶段呢就是它长出十几个按钮
[01:26:36] 突然变得可以调节了
[01:26:38] 但它不是智能
[01:26:39] 第三个阶段他其实应该是他可以自己调节自己
[01:26:43] 那他能够感知到对吧
[01:26:45] 你在做的事情
[01:26:46] 然后调解他呃
[01:26:47] 我换一个比方
[01:26:48] 比如说凳子
[01:26:49] 一个不可调的凳子
[01:26:51] 就是我们今天做的这样一个可调的
[01:26:54] 就像人体工学椅对吧
[01:26:56] 今天已经可能有十几个地方可以调
[01:26:58] 然后你发现第一你也不太会调
[01:27:01] 第二呢你也不太想得起来
[01:27:04] 你要去调它嗯
[01:27:05] 等到你腰酸背痛的时候
[01:27:07] 其实对吧
[01:27:08] 你才可能想起这件事情
[01:27:09] 所以这都是我们叫做可调节阶段
[01:27:12] 而一个真正的智能的凳子应该怎么样
[01:27:14] 他应该是能感知到
[01:27:16] 比如说你过来了对吧
[01:27:18] 他就自己后退
[01:27:19] 然后让你站在他前面
[01:27:21] 他把自己推到前面
[01:27:22] 让你对吧
[01:27:24] 包括说他感知到你打游戏
[01:27:25] 他就把靠背往后放
[01:27:26] 让你能躺着
[01:27:27] 感知到你开会就把总会往前调对吧
[01:27:31] 所以这个背后其实他应该能感知到你的状态
[01:27:33] 并且自己调节自己嗯对吧
[01:27:35] 所以这是我们觉得将来家居应该变成的样子
[01:27:38] 就是真正的智能嗯
[01:27:40] 那么你就问了
[01:27:41] 就是为什么好像对吧
[01:27:43] 这都2026年了
[01:27:44] 我们的家居都还不是真智能
[01:27:48] 模型能力不够吧
[01:27:49] 不够聪明
[01:27:50] 他们上面其实根本就没有模型
[01:27:52] 对对吧
[01:27:53] 你其实想要达到真的智能
[01:27:55] 它需要三个能力
[01:27:56] 其实就是感知规划控制嗯
[01:27:59] 就是你让它智能起来
[01:28:00] 他就必须要有感知能力
[01:28:03] 他必须要能规划自己对吧
[01:28:05] 并且他要能控制自己
[01:28:06] 所以今天其实呃而且这个下面需要有硬件
[01:28:10] 对对吧
[01:28:11] 就是感知器
[01:28:12] 然后更好的控制器
[01:28:14] 对不对
[01:28:14] 然后上面需要有有模型
[01:28:16] 有软件
[01:28:17] 然后这些东西呢你其实发现都是在一个逐步成熟的过程里面
[01:28:21] 对其实最早的时候是从自动驾驶的车开始成熟的
[01:28:25] 我们刚刚讲的感知规划控制
[01:28:27] 典型的就是自动驾驶的三步走
[01:28:29] 对对吧
[01:28:30] 所以从车里面开始成熟之后
[01:28:32] 我觉得现在其实到了溢出的时候
[01:28:34] 就是这个能力对吧
[01:28:35] 它下面的传感器上面的模型能力
[01:28:38] 应该向我们家庭里的各种各样的产品去移除
[01:28:41] 然后这样的话这些产品被重新做一遍之后
[01:28:44] 它就变成是真正智能的产品了
[01:28:47] 所以消费品是不是都可以重新做一遍
[01:28:50] 家具
[01:28:51] 应该说就是所有的不可调的或者说可调
[01:28:54] 但是需要人调的消费品都可以变成真正自己调节自己的消费品
[01:28:59] 所以这里面需要断测模型
[01:29:02] 这里面需要你有感知的能力
[01:29:04] 控制的能力
[01:29:05] 感知规划和控制的能力对吧
[01:29:07] 然后这些能力都应该是由一个一个的模型
[01:29:09] 或者说一个端端端的模型来实现的
[01:29:12] 所以你需要能力
[01:29:14] 你需要模型
[01:29:15] 然后你也需要今天跑这些模型的高效的新品
[01:29:20] 所以这会让你们重新梳理你们公司的产品吗
[01:29:23] AI时代的产品呃
[01:29:24] 我觉得这首先会让我们重新思考这个公司的就是我们的底层能力
[01:29:29] 我们那个核心技术到底应该是什么
[01:29:31] 嗯换句话你理解就说回答就是其实我觉得就是刚刚讲那个故事啊
[01:29:40] 就是我们在见艾弗森的CEO的时候
[01:29:41] 其实诶嗯我们说这个公司好像历史上并不是由一个核心技术所驱动
[01:29:47] 长出来的
[01:29:48] 对对吧
[01:29:48] 但今天我觉得我们清晰的看见了这样一个核心技术
[01:29:51] 就今天说能够把感知规划和控制的这一整套从芯片到模型对吧
[01:29:59] 然后到应用的一套技术站打磨的特别的成熟
[01:30:03] 特别的有效的时候
[01:30:05] 这就是变成这个公司的核心技术
[01:30:07] 那为什么其他公司没有呢
[01:30:09] 呃我觉得逻辑上大家都可以有
[01:30:12] 但是刚刚讲了
[01:30:14] 就是从芯片开始到模型
[01:30:16] 你发现这个其实都还是要克服很多的
[01:30:19] 就是第一性的认知上的挑战
[01:30:21] 加上今天对吧
[01:30:23] 你需要很努力的把它做出来
[01:30:25] 这个耳机是你们的面向AI时代的第一款产品吗
[01:30:28] 嗯大家可能不太知道我们的安防的系统
[01:30:32] 其实在全球是第二名的安防系统
[01:30:35] 然后如果你看高端市场
[01:30:37] 就是500美金以上的安防系统的话
[01:30:39] 我们大概有超过一半的市场份嘛对吧
[01:30:41] 所以安防其实已经搭载了本地的大模型嗯
[01:30:44] 就是我们搭了一个不到两币的模型
[01:30:47] 在我们的安防的基站上面
[01:30:49] 所以它在本地处理你的所有的视频
[01:30:51] 这样的话你的视频不用离开你家
[01:30:53] 然后呢你又不用今天去去找你的那些视频
[01:30:58] 你可以直接通过文字问他
[01:30:59] 比如你可以问他说诶我女儿回来没有对吧
[01:31:03] 你可以问他说我们家的猫和狗在哪这些问题
[01:31:06] 所以它其实是把嗯就是AI的应用
[01:31:10] 真正的落到了你的家庭的日常的应用里面
[01:31:13] 嗯那么嗯其实我们算一算
[01:31:15] 其实我们公司的呃AI相关的工程师已经有接近300个
[01:31:20] 两百六七十个
[01:31:22] 所以其实这不是我们的对
[01:31:24] 所以嗯哦这是从什么时候开始招的
[01:31:26] 呃其实我们从应该17年吧
[01:31:29] 就我们开始做安防的时候
[01:31:31] 其实我们就因为安防一定需要AI对吧
[01:31:34] 换句话就是你一定需要AI去做人的检测和动作的检测
[01:31:38] 就17年的时候
[01:31:38] 我们可能有几个AI工程师对吧
[01:31:40] 到今天我们已经有200多个AI工程师了
[01:31:43] 因为我记得应琪跟我们说
[01:31:44] 就是上一代人工智能的公司都试图打国安防这场仗
[01:31:48] 然后在国内惨败给了国内的那几家安防巨头
[01:31:52] 你是怎么在海外开拓这个市场
[01:31:54] 我们做的是消费期的安抚
[01:31:56] 对就是换句话我们做的不是像海康大华那种
[01:32:00] 就是工业级的
[01:32:01] 那么消费类的话呢
[01:32:02] 其实也有巨头嗯
[01:32:04] 亚马逊收购了一家叫rain的公司
[01:32:06] 那么嗯他们依托于亚马逊的云计算的能力和价格
[01:32:12] 他们做了就是其实是一个三系对吧
[01:32:16] 然后价格其实真的不贵
[01:32:17] 然后嗯所有的数据都上云的一个安防系统
[01:32:22] 那么我们呢首先因为我们作为作为一家中国公司
[01:32:26] 我觉得还是要有一些敏感的意识
[01:32:28] 包括我们觉得要跟rain插一句话
[01:32:30] 所以我们做的安防就是一个叫不上瘾的安
[01:32:33] 那么嗯我们在用户家里面放一个基站
[01:32:38] 这个基站呢它一方面具有长距离的WIFI连接能力
[01:32:42] 就你摄像头装的很远
[01:32:44] 他依然可以把数据送回来
[01:32:45] 嗯第二这个基站今天有存储对吧
